
Gurobi 13.0.2 (win64) logging started Sat Jul 11 01:37:45 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s4_m1_exact_s0_20260711-013745.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.982877
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.982877
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 10 rows, 45 columns and 200 nonzeros (Min)
Model fingerprint: 0x3ae819f8
Model has 45 linear objective coefficients
Variable types: 5 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [2e+01, 1e+03]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 1e+04]
  RHS range        [1e+03, 1e+03]

Using branch priorities.
Presolve removed 6 rows and 0 columns
Presolve time: 0.00s
Presolved: 4 rows, 45 columns, 80 nonzeros
Variable types: 5 continuous, 40 integer (40 binary)

Root relaxation: objective 5.548375e+04, 5 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 56161.1085    0   29 227977.000 56161.1085  75.4%     -    0s
     0     0 56167.6551    0   28 227977.000 56167.6551  75.4%     -    0s
     0     0 56169.3324    0   32 227977.000 56169.3324  75.4%     -    0s
     0     0 56169.8140    0   31 227977.000 56169.8140  75.4%     -    0s
     0     0 56170.9927    0   33 227977.000 56170.9927  75.4%     -    0s
     0     0 56176.2844    0   30 227977.000 56176.2844  75.4%     -    0s
     0     0 56179.5318    0   32 227977.000 56179.5318  75.4%     -    0s
     0     0 56180.9776    0   33 227977.000 56180.9776  75.4%     -    0s
     0     0 56184.9543    0   35 227977.000 56184.9543  75.4%     -    0s
     0     0 56193.9611    0   30 227977.000 56193.9611  75.4%     -    0s
     0     0 56204.1773    0   30 227977.000 56204.1773  75.3%     -    0s
     0     0 56205.0481    0   32 227977.000 56205.0481  75.3%     -    0s
     0     0 56208.9495    0   32 227977.000 56208.9495  75.3%     -    0s
     0     0 56213.9527    0   34 227977.000 56213.9527  75.3%     -    0s
     0     0 56220.4119    0   35 227977.000 56220.4119  75.3%     -    0s
     0     0 56223.7548    0   35 227977.000 56223.7548  75.3%     -    0s
     0     0 56225.3229    0   34 227977.000 56225.3229  75.3%     -    0s
     0     0 56227.9290    0   36 227977.000 56227.9290  75.3%     -    0s
     0     0 56235.7755    0   34 227977.000 56235.7755  75.3%     -    0s
     0     0 56239.2664    0   34 227977.000 56239.2664  75.3%     -    0s
     0     0 56240.5939    0   36 227977.000 56240.5939  75.3%     -    0s
     0     0 56241.8173    0   37 227977.000 56241.8173  75.3%     -    0s
     0     0 56244.9982    0   36 227977.000 56244.9982  75.3%     -    0s
     0     0 56247.4701    0   39 227977.000 56247.4701  75.3%     -    0s
     0     0 56248.5530    0   37 227977.000 56248.5530  75.3%     -    0s
     0     0 56252.2173    0   32 227977.000 56252.2173  75.3%     -    0s
     0     0 56258.0582    0   34 227977.000 56258.0582  75.3%     -    0s
     0     0 56259.3808    0   35 227977.000 56259.3808  75.3%     -    0s
     0     0 56261.3545    0   35 227977.000 56261.3545  75.3%     -    0s
     0     0 56263.1668    0   35 227977.000 56263.1668  75.3%     -    0s
     0     0 56265.5216    0   37 227977.000 56265.5216  75.3%     -    0s
     0     0 56272.4459    0   37 227977.000 56272.4459  75.3%     -    0s
     0     0 56274.3322    0   38 227977.000 56274.3322  75.3%     -    0s
     0     0 56276.8112    0   36 227977.000 56276.8112  75.3%     -    1s
     0     0 56278.8222    0   36 227977.000 56278.8222  75.3%     -    1s
     0     0 56281.9589    0   39 227977.000 56281.9589  75.3%     -    1s
     0     0 56286.7582    0   32 227977.000 56286.7582  75.3%     -    1s
     0     0 56295.1410    0   34 227977.000 56295.1410  75.3%     -    1s
     0     0 56298.0874    0   37 227977.000 56298.0874  75.3%     -    1s
     0     0 56302.4347    0   36 227977.000 56302.4347  75.3%     -    1s
     0     0 56312.1778    0   33 227977.000 56312.1778  75.3%     -    1s
     0     0 56318.8288    0   35 227977.000 56318.8288  75.3%     -    1s
     0     0 56330.5129    0   32 227977.000 56330.5129  75.3%     -    1s
     0     0 56343.8316    0   32 227977.000 56343.8316  75.3%     -    1s
     0     0 56346.1332    0   31 227977.000 56346.1332  75.3%     -    1s
     0     0 56348.3162    0   32 227977.000 56348.3162  75.3%     -    1s
     0     0 56352.8807    0   34 227977.000 56352.8807  75.3%     -    1s
     0     0 56354.8606    0   34 227977.000 56354.8606  75.3%     -    1s
     0     0 56357.5338    0   35 227977.000 56357.5338  75.3%     -    1s
     0     0 56361.1473    0   34 227977.000 56361.1473  75.3%     -    1s
     0     0 56362.1467    0   34 227977.000 56362.1467  75.3%     -    1s
     0     0 56362.6130    0   35 227977.000 56362.6130  75.3%     -    1s
     0     0 56371.4086    0   33 227977.000 56371.4086  75.3%     -    1s
     0     0 56376.3276    0   33 227977.000 56376.3276  75.3%     -    1s
     0     0 56379.1418    0   34 227977.000 56379.1418  75.3%     -    1s
     0     0 56381.6968    0   38 227977.000 56381.6968  75.3%     -    1s
     0     0 56383.7116    0   35 227977.000 56383.7116  75.3%     -    1s
     0     0 56387.4351    0   34 227977.000 56387.4351  75.3%     -    1s
     0     0 56389.7676    0   34 227977.000 56389.7676  75.3%     -    1s
     0     0 56393.8398    0   30 227977.000 56393.8398  75.3%     -    1s
     0     0 56398.0278    0   34 227977.000 56398.0278  75.3%     -    1s
     0     0 56404.0116    0   32 227977.000 56404.0116  75.3%     -    1s
     0     0 56411.0628    0   33 227977.000 56411.0628  75.3%     -    1s
     0     0 56413.8992    0   33 227977.000 56413.8992  75.3%     -    1s
     0     0 56417.3634    0   34 227977.000 56417.3634  75.3%     -    1s
     0     0 56422.4407    0   35 227977.000 56422.4407  75.3%     -    1s
     0     0 56426.0278    0   36 227977.000 56426.0278  75.2%     -    1s
     0     0 56437.6781    0   32 227977.000 56437.6781  75.2%     -    1s
     0     0 56443.0404    0   32 227977.000 56443.0404  75.2%     -    1s
     0     0 56450.9455    0   33 227977.000 56450.9455  75.2%     -    1s
     0     0 56457.0927    0   33 227977.000 56457.0927  75.2%     -    1s
     0     0 56460.1818    0   33 227977.000 56460.1818  75.2%     -    1s
     0     0 56465.7999    0   33 227977.000 56465.7999  75.2%     -    1s
     0     0 56468.3503    0   35 227977.000 56468.3503  75.2%     -    1s
     0     0 56472.2258    0   33 227977.000 56472.2258  75.2%     -    1s
     0     0 56474.2692    0   36 227977.000 56474.2692  75.2%     -    1s
     0     0 56481.2435    0   36 227977.000 56481.2435  75.2%     -    1s
     0     0 56484.6236    0   35 227977.000 56484.6236  75.2%     -    1s
     0     0 56487.6052    0   37 227977.000 56487.6052  75.2%     -    1s
     0     0 56488.7299    0   36 227977.000 56488.7299  75.2%     -    1s
     0     0 56491.3448    0   35 227977.000 56491.3448  75.2%     -    1s
     0     0 56496.1786    0   38 227977.000 56496.1786  75.2%     -    1s
     0     0 56497.9003    0   37 227977.000 56497.9003  75.2%     -    1s
     0     0 56511.0374    0   34 227977.000 56511.0374  75.2%     -    1s
     0     0 56523.2105    0   35 227977.000 56523.2105  75.2%     -    1s
     0     0 56536.6439    0   33 227977.000 56536.6439  75.2%     -    1s
     0     0 56538.9989    0   37 227977.000 56538.9989  75.2%     -    1s
     0     0 56543.9266    0   37 227977.000 56543.9266  75.2%     -    1s
     0     0 56556.5161    0   33 227977.000 56556.5161  75.2%     -    1s
     0     0 56573.3864    0   36 227977.000 56573.3864  75.2%     -    1s
     0     0 56586.1669    0   32 227977.000 56586.1669  75.2%     -    1s
     0     0 56589.7541    0   35 227977.000 56589.7541  75.2%     -    1s
     0     0 56610.4534    0   29 227977.000 56610.4534  75.2%     -    1s
     0     0 56617.7772    0   33 227977.000 56617.7772  75.2%     -    1s
     0     0 56621.8826    0   35 227977.000 56621.8826  75.2%     -    1s
     0     0 56623.7264    0   33 227977.000 56623.7264  75.2%     -    1s
     0     0 56624.5620    0   36 227977.000 56624.5620  75.2%     -    1s
     0     0 56631.9558    0   30 227977.000 56631.9558  75.2%     -    1s
     0     0 56641.5539    0   33 227977.000 56641.5539  75.2%     -    1s
     0     0 56642.9771    0   37 227977.000 56642.9771  75.2%     -    1s
     0     0 56649.5624    0   33 227977.000 56649.5624  75.2%     -    1s
     0     0 56652.4306    0   34 227977.000 56652.4306  75.1%     -    1s
     0     0 56654.1622    0   32 227977.000 56654.1622  75.1%     -    1s
     0     0 56654.9139    0   34 227977.000 56654.9139  75.1%     -    1s
     0     0 56656.4544    0   35 227977.000 56656.4544  75.1%     -    1s
     0     0 56658.3158    0   36 227977.000 56658.3158  75.1%     -    1s
     0     0 56664.4071    0   29 227977.000 56664.4071  75.1%     -    1s
     0     0 56668.1826    0   33 227977.000 56668.1826  75.1%     -    1s
     0     0 56671.9921    0   33 227977.000 56671.9921  75.1%     -    1s
     0     0 56679.9663    0   34 227977.000 56679.9663  75.1%     -    1s
     0     0 56684.8056    0   34 227977.000 56684.8056  75.1%     -    1s
     0     0 56687.2321    0   34 227977.000 56687.2321  75.1%     -    1s
     0     0 56693.3504    0   34 227977.000 56693.3504  75.1%     -    1s
     0     0 56694.7780    0   34 227977.000 56694.7780  75.1%     -    1s
     0     0 56695.2264    0   35 227977.000 56695.2264  75.1%     -    1s
     0     0 56698.8268    0   35 227977.000 56698.8268  75.1%     -    1s
     0     0 56705.2115    0   37 227977.000 56705.2115  75.1%     -    1s
     0     0 56707.2996    0   39 227977.000 56707.2996  75.1%     -    1s
     0     0 56737.6559    0   32 227977.000 56737.6559  75.1%     -    1s
     0     0 56750.4983    0   37 227977.000 56750.4983  75.1%     -    1s
     0     0 56756.7193    0   34 227977.000 56756.7193  75.1%     -    1s
     0     0 56757.8912    0   37 227977.000 56757.8912  75.1%     -    1s
     0     0 56763.3980    0   36 227977.000 56763.3980  75.1%     -    1s
     0     0 56764.5224    0   38 227977.000 56764.5224  75.1%     -    1s
     0     0 56771.3084    0   33 227977.000 56771.3084  75.1%     -    1s
     0     0 56778.0995    0   33 227977.000 56778.0995  75.1%     -    1s
     0     0 56787.6186    0   33 227977.000 56787.6186  75.1%     -    1s
