
Gurobi 13.0.2 (win64) logging started Sat Jul 11 05:04:51 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK100_nL5_tI6_tJ6_s5_m1_exact_s0_20260711-050451.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.9811206
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.9811206
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 10 rows, 45 columns and 200 nonzeros (Min)
Model fingerprint: 0x8aa9d41b
Model has 45 linear objective coefficients
Variable types: 5 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [2e+00, 1e+03]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 1e+04]
  RHS range        [1e+03, 1e+03]

Using branch priorities.
Presolve removed 8 rows and 0 columns
Presolve time: 0.00s
Presolved: 2 rows, 45 columns, 40 nonzeros
Variable types: 5 continuous, 40 integer (40 binary)

Root relaxation: objective 6.292871e+04, 4 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 66067.0686    0   28 113971.000 66067.0686  42.0%     -    0s
     0     0 66082.0464    0   27 113971.000 66082.0464  42.0%     -    0s
     0     0 66138.0806    0   27 113971.000 66138.0806  42.0%     -    0s
     0     0 66149.3638    0   28 113971.000 66149.3638  42.0%     -    0s
     0     0 66160.3448    0   29 113971.000 66160.3448  41.9%     -    0s
     0     0 66182.8567    0   30 113971.000 66182.8567  41.9%     -    0s
     0     0 66202.5842    0   27 113971.000 66202.5842  41.9%     -    0s
     0     0 66206.2891    0   29 113971.000 66206.2891  41.9%     -    0s
     0     0 66213.5609    0   29 113971.000 66213.5609  41.9%     -    0s
     0     0 66247.1492    0   27 113971.000 66247.1492  41.9%     -    0s
     0     0 66255.9652    0   31 113971.000 66255.9652  41.9%     -    0s
     0     0 66285.1983    0   30 113971.000 66285.1983  41.8%     -    0s
     0     0 66343.9065    0   31 113971.000 66343.9065  41.8%     -    0s
     0     0 66353.3539    0   31 113971.000 66353.3539  41.8%     -    0s
     0     0 66367.3017    0   27 113971.000 66367.3017  41.8%     -    0s
     0     0 66378.5811    0   28 113971.000 66378.5811  41.8%     -    0s
     0     0 66392.7278    0   29 113971.000 66392.7278  41.7%     -    0s
     0     0 66411.2152    0   31 113971.000 66411.2152  41.7%     -    0s
     0     0 66423.5826    0   32 113971.000 66423.5826  41.7%     -    0s
     0     0 66445.2691    0   32 113971.000 66445.2691  41.7%     -    0s
     0     0 66514.9585    0   32 113971.000 66514.9585  41.6%     -    0s
     0     0 66582.7733    0   30 113971.000 66582.7733  41.6%     -    0s
     0     0 66603.0879    0   31 113971.000 66603.0879  41.6%     -    0s
     0     0 66611.1323    0   31 113971.000 66611.1323  41.6%     -    0s
     0     0 66628.1022    0   30 113971.000 66628.1022  41.5%     -    0s
     0     0 66641.3599    0   32 113971.000 66641.3599  41.5%     -    0s
     0     0 66663.9123    0   30 113971.000 66663.9123  41.5%     -    0s
     0     0 66670.5397    0   32 113971.000 66670.5397  41.5%     -    0s
     0     0 66686.4217    0   32 113971.000 66686.4217  41.5%     -    0s
     0     0 66773.0069    0   34 113971.000 66773.0069  41.4%     -    0s
     0     0 66783.7352    0   31 113971.000 66783.7352  41.4%     -    0s
     0     0 66794.9507    0   34 113971.000 66794.9507  41.4%     -    0s
     0     0 66886.0826    0   25 113971.000 66886.0826  41.3%     -    0s
     0     0 66998.7771    0   24 113971.000 66998.7771  41.2%     -    0s
     0     0 67044.0510    0   26 113971.000 67044.0510  41.2%     -    0s
     0     0 67065.9509    0   28 113971.000 67065.9509  41.2%     -    0s
     0     0 67086.3775    0   26 113971.000 67086.3775  41.1%     -    0s
     0     0 67087.3750    0   26 113971.000 67087.3750  41.1%     -    0s
     0     0 67092.6818    0   28 113971.000 67092.6818  41.1%     -    0s
     0     0 67105.4120    0   29 113971.000 67105.4120  41.1%     -    0s
     0     0 67118.3923    0   26 113971.000 67118.3923  41.1%     -    0s
     0     0 67122.5273    0   29 113971.000 67122.5273  41.1%     -    0s
     0     0 67142.4498    0   25 113971.000 67142.4498  41.1%     -    0s
     0     0 67180.9885    0   30 113971.000 67180.9885  41.1%     -    0s
     0     0 67190.2589    0   26 113971.000 67190.2589  41.0%     -    0s
     0     0 67226.1780    0   27 113971.000 67226.1780  41.0%     -    0s
     0     0 67247.1478    0   29 113971.000 67247.1478  41.0%     -    0s
     0     0 67263.5823    0   30 113971.000 67263.5823  41.0%     -    0s
     0     0 67279.7744    0   29 113971.000 67279.7744  41.0%     -    0s
     0     0 67286.3948    0   31 113971.000 67286.3948  41.0%     -    0s
     0     0 67344.7744    0   30 113971.000 67344.7744  40.9%     -    0s
     0     0 67376.0439    0   31 113971.000 67376.0439  40.9%     -    0s
     0     0 67385.8981    0   29 113971.000 67385.8981  40.9%     -    0s
     0     0 67394.0091    0   30 113971.000 67394.0091  40.9%     -    0s
     0     0 67398.8756    0   30 113971.000 67398.8756  40.9%     -    0s
