
Gurobi 13.0.2 (win64) logging started Sat Jul 11 09:31:02 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK50_nL5_tI2_tJ2_s2_m1_exact_s0_20260711-093102.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.9894558
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.9894558
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 10 rows, 45 columns and 200 nonzeros (Min)
Model fingerprint: 0xca5dbd0b
Model has 45 linear objective coefficients
Variable types: 5 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [2e+01, 7e+02]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 6e+03]
  RHS range        [6e+02, 7e+02]

Using branch priorities.
Presolve removed 6 rows and 0 columns
Presolve time: 0.00s
Presolved: 4 rows, 45 columns, 80 nonzeros
Variable types: 5 continuous, 40 integer (40 binary)

Root relaxation: objective 2.843882e+04, 4 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 29272.9559    0   29 100755.000 29272.9559  70.9%     -    0s
     0     0 29290.4761    0   30 100755.000 29290.4761  70.9%     -    0s
     0     0 29299.7235    0   31 100755.000 29299.7235  70.9%     -    0s
     0     0 29305.6632    0   31 100755.000 29305.6632  70.9%     -    0s
     0     0 29307.8862    0   31 100755.000 29307.8862  70.9%     -    0s
     0     0 29308.9031    0   32 100755.000 29308.9031  70.9%     -    0s
     0     0 29315.0133    0   29 100755.000 29315.0133  70.9%     -    0s
     0     0 29318.6565    0   26 100755.000 29318.6565  70.9%     -    0s
     0     0 29326.9092    0   31 100755.000 29326.9092  70.9%     -    0s
     0     0 29328.8570    0   33 100755.000 29328.8570  70.9%     -    0s
     0     0 29330.4627    0   33 100755.000 29330.4627  70.9%     -    0s
     0     0 29331.8112    0   32 100755.000 29331.8112  70.9%     -    0s
     0     0 29333.8018    0   31 100755.000 29333.8018  70.9%     -    0s
     0     0 29339.2200    0   34 100755.000 29339.2200  70.9%     -    0s
     0     0 29342.7452    0   36 100755.000 29342.7452  70.9%     -    0s
     0     0 29351.7134    0   30 100755.000 29351.7134  70.9%     -    0s
     0     0 29353.2086    0   32 100755.000 29353.2086  70.9%     -    0s
     0     0 29359.7692    0   32 100755.000 29359.7692  70.9%     -    0s
     0     0 29363.2924    0   36 100755.000 29363.2924  70.9%     -    0s
     0     0 29364.0090    0   36 100755.000 29364.0090  70.9%     -    0s
     0     0 29373.4255    0   31 100755.000 29373.4255  70.8%     -    0s
     0     0 29379.1113    0   38 100755.000 29379.1113  70.8%     -    0s
     0     0 29386.7822    0   30 100755.000 29386.7822  70.8%     -    0s
     0     0 29400.2021    0   36 100755.000 29400.2021  70.8%     -    0s
     0     0 29404.5665    0   32 100755.000 29404.5665  70.8%     -    0s
     0     0 29411.7075    0   33 100755.000 29411.7075  70.8%     -    0s
     0     0 29415.6370    0   34 100755.000 29415.6370  70.8%     -    0s
     0     0 29417.5754    0   34 100755.000 29417.5754  70.8%     -    0s
     0     0 29418.5917    0   38 100755.000 29418.5917  70.8%     -    0s
     0     0 29420.3805    0   35 100755.000 29420.3805  70.8%     -    0s
     0     0 29420.7385    0   37 100755.000 29420.7385  70.8%     -    0s
     0     0 29425.1119    0   33 100755.000 29425.1119  70.8%     -    0s
     0     0 29426.5593    0   34 100755.000 29426.5593  70.8%     -    0s
     0     0 29429.4371    0   35 100755.000 29429.4371  70.8%     -    0s
     0     0 29432.7799    0   36 100755.000 29432.7799  70.8%     -    0s
     0     0 29435.6997    0   34 100755.000 29435.6997  70.8%     -    0s
     0     0 29439.5813    0   35 100755.000 29439.5813  70.8%     -    0s
     0     0 29451.7400    0   33 100755.000 29451.7400  70.8%     -    0s
     0     0 29458.2776    0   34 100755.000 29458.2776  70.8%     -    0s
     0     0 29458.5432    0   35 100755.000 29458.5432  70.8%     -    0s
     0     0 29463.1121    0   32 100755.000 29463.1121  70.8%     -    0s
     0     0 29470.5239    0   34 100755.000 29470.5239  70.8%     -    0s
     0     0 29477.6676    0   34 100755.000 29477.6676  70.7%     -    0s
     0     0 29479.2821    0   36 100755.000 29479.2821  70.7%     -    0s
     0     0 29484.3962    0   34 100755.000 29484.3962  70.7%     -    0s
     0     0 29493.2149    0   33 100755.000 29493.2149  70.7%     -    0s
     0     0 29510.1482    0   36 100755.000 29510.1482  70.7%     -    0s
