
Gurobi 13.0.2 (win64) logging started Wed Jul 15 21:57:44 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK50_nL5_tI3_tJ3_s4_m1_exact_s0_20260715-215744.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.9887855
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.9887855
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 10 rows, 45 columns and 200 nonzeros (Min)
Model fingerprint: 0x8cfc2a54
Model has 45 linear objective coefficients
Variable types: 5 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [5e+00, 6e+02]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 7e+03]
  RHS range        [6e+02, 6e+02]

Using branch priorities.
Presolve removed 2 rows and 0 columns
Presolve time: 0.00s
Presolved: 8 rows, 45 columns, 160 nonzeros
Variable types: 5 continuous, 40 integer (40 binary)

Root relaxation: objective 2.947549e+04, 8 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 32487.4749    0   36 76633.0000 32487.4749  57.6%     -    0s
     0     0 32502.6923    0   34 76633.0000 32502.6923  57.6%     -    0s
     0     0 32519.3038    0   35 76633.0000 32519.3038  57.6%     -    0s
     0     0 32530.9684    0   36 76633.0000 32530.9684  57.5%     -    0s
     0     0 32545.1615    0   37 76633.0000 32545.1615  57.5%     -    0s
     0     0 32570.1612    0   35 76633.0000 32570.1612  57.5%     -    0s
     0     0 32579.9310    0   35 76633.0000 32579.9310  57.5%     -    0s
     0     0 32584.4196    0   36 76633.0000 32584.4196  57.5%     -    0s
     0     0 32598.4819    0   34 76633.0000 32598.4819  57.5%     -    0s
     0     0 32632.1738    0   33 76633.0000 32632.1738  57.4%     -    0s
     0     0 32644.5785    0   38 76633.0000 32644.5785  57.4%     -    0s
     0     0 32652.0851    0   35 76633.0000 32652.0851  57.4%     -    0s
     0     0 32682.5439    0   34 76633.0000 32682.5439  57.4%     -    0s
     0     0 32726.4906    0   32 76633.0000 32726.4906  57.3%     -    0s
     0     0 32750.5481    0   36 76633.0000 32750.5481  57.3%     -    0s
     0     0 32875.1371    0   29 76633.0000 32875.1371  57.1%     -    0s
     0     0 32888.2949    0   33 76633.0000 32888.2949  57.1%     -    0s
     0     0 32891.9250    0   32 76633.0000 32891.9250  57.1%     -    0s
     0     0 32900.4013    0   33 76633.0000 32900.4013  57.1%     -    0s
     0     0 32902.4483    0   35 76633.0000 32902.4483  57.1%     -    0s
