
Gurobi 13.0.2 (win64) logging started Wed Jul 15 21:17:36 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK50_nL5_tI2_tJ2_s5_m1_exact_s0_20260715-211736.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.9885411
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.9885411
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 10 rows, 45 columns and 200 nonzeros (Min)
Model fingerprint: 0x5a30286e
Model has 45 linear objective coefficients
Variable types: 5 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [6e+00, 6e+02]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 6e+03]
  RHS range        [6e+02, 6e+02]

Using branch priorities.
Presolve removed 6 rows and 0 columns
Presolve time: 0.00s
Presolved: 4 rows, 45 columns, 80 nonzeros
Variable types: 5 continuous, 40 integer (40 binary)

Root relaxation: objective 2.731744e+04, 5 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 28301.8876    0   35 108411.000 28301.8876  73.9%     -    0s
     0     0 28306.4685    0   36 108411.000 28306.4685  73.9%     -    0s
     0     0 28319.1646    0   32 108411.000 28319.1646  73.9%     -    0s
     0     0 28332.5537    0   31 108411.000 28332.5537  73.9%     -    0s
     0     0 28346.5083    0   33 108411.000 28346.5083  73.9%     -    0s
     0     0 28348.9472    0   33 108411.000 28348.9472  73.9%     -    0s
     0     0 28354.3992    0   36 108411.000 28354.3992  73.8%     -    0s
     0     0 28354.9679    0   35 108411.000 28354.9679  73.8%     -    0s
     0     0 28358.5774    0   35 108411.000 28358.5774  73.8%     -    0s
     0     0 28359.5340    0   38 108411.000 28359.5340  73.8%     -    0s
     0     0 28361.3458    0   34 108411.000 28361.3458  73.8%     -    0s
     0     0 28362.8510    0   35 108411.000 28362.8510  73.8%     -    0s
     0     0 28374.0150    0   31 108411.000 28374.0150  73.8%     -    0s
     0     0 28383.8589    0   34 108411.000 28383.8589  73.8%     -    0s
     0     0 28395.1038    0   33 108411.000 28395.1038  73.8%     -    0s
     0     0 28397.9913    0   35 108411.000 28397.9913  73.8%     -    0s
     0     0 28408.8522    0   35 108411.000 28408.8522  73.8%     -    0s
     0     0 28419.4851    0   36 108411.000 28419.4851  73.8%     -    0s
     0     0 28426.5480    0   33 108411.000 28426.5480  73.8%     -    0s
     0     0 28434.7448    0   35 108411.000 28434.7448  73.8%     -    0s
     0     0 28443.7743    0   32 108411.000 28443.7743  73.8%     -    0s
     0     0 28445.8411    0   33 108411.000 28445.8411  73.8%     -    0s
     0     0 28452.4397    0   33 108411.000 28452.4397  73.8%     -    0s
     0     0 28458.4821    0   35 108411.000 28458.4821  73.7%     -    0s
     0     0 28462.0078    0   34 108411.000 28462.0078  73.7%     -    0s
     0     0 28481.8624    0   32 108411.000 28481.8624  73.7%     -    0s
     0     0 28501.0574    0   31 108411.000 28501.0574  73.7%     -    0s
     0     0 28514.5949    0   32 108411.000 28514.5949  73.7%     -    0s
     0     0 28528.7280    0   29 108411.000 28528.7280  73.7%     -    0s
     0     0 28534.5749    0   35 108411.000 28534.5749  73.7%     -    0s
     0     0 28535.6022    0   35 108411.000 28535.6022  73.7%     -    0s
     0     0 28540.4257    0   37 108411.000 28540.4257  73.7%     -    0s
     0     0 28544.4317    0   34 108411.000 28544.4317  73.7%     -    0s
     0     0 28552.6788    0   34 108411.000 28552.6788  73.7%     -    0s
     0     0 28564.1215    0   36 108411.000 28564.1215  73.7%     -    0s
     0     0 28571.2181    0   36 108411.000 28571.2181  73.6%     -    0s
     0     0 28579.3882    0   34 108411.000 28579.3882  73.6%     -    0s
     0     0 28585.3748    0   33 108411.000 28585.3748  73.6%     -    0s
     0     0 28590.5149    0   34 108411.000 28590.5149  73.6%     -    0s
     0     0 28593.4754    0   36 108411.000 28593.4754  73.6%     -    0s
     0     0 28597.9402    0   37 108411.000 28597.9402  73.6%     -    0s
     0     0 28604.1001    0   33 108411.000 28604.1001  73.6%     -    0s
     0     0 28623.6977    0   33 108411.000 28623.6977  73.6%     -    0s
     0     0 28639.4191    0   34 108411.000 28639.4191  73.6%     -    0s
     0     0 28647.4344    0   33 108411.000 28647.4344  73.6%     -    0s
     0     0 28653.4628    0   33 108411.000 28653.4628  73.6%     -    0s
     0     0 28656.6761    0   35 108411.000 28656.6761  73.6%     -    0s
     0     0 28663.5683    0   36 108411.000 28663.5683  73.6%     -    0s
     0     0 28703.9822    0   33 108411.000 28703.9822  73.5%     -    0s
     0     0 28708.3190    0   36 108411.000 28708.3190  73.5%     -    0s
     0     0 28709.6551    0   37 108411.000 28709.6551  73.5%     -    0s
     0     0 28721.4261    0   32 108411.000 28721.4261  73.5%     -    0s
     0     0 28753.6520    0   35 108411.000 28753.6520  73.5%     -    0s
     0     0 28761.2648    0   34 108411.000 28761.2648  73.5%     -    0s
     0     0 28783.3116    0   33 108411.000 28783.3116  73.4%     -    0s
     0     0 28797.9055    0   33 108411.000 28797.9055  73.4%     -    0s
     0     0 28805.4230    0   35 108411.000 28805.4230  73.4%     -    0s
     0     0 28813.3900    0   38 108411.000 28813.3900  73.4%     -    0s
     0     0 28827.5545    0   34 108411.000 28827.5545  73.4%     -    0s
     0     0 28841.4655    0   37 108411.000 28841.4655  73.4%     -    0s
     0     0 28887.9434    0   30 108411.000 28887.9434  73.4%     -    0s
     0     0 28912.2991    0   34 108411.000 28912.2991  73.3%     -    0s
     0     0 28936.6823    0   34 108411.000 28936.6823  73.3%     -    0s
     0     0 28953.9148    0   31 108411.000 28953.9148  73.3%     -    0s
     0     0 28957.5242    0   34 108411.000 28957.5242  73.3%     -    0s
     0     0 28962.9536    0   33 108411.000 28962.9536  73.3%     -    0s
     0     0 28965.5371    0   35 108411.000 28965.5371  73.3%     -    0s
     0     0 29008.2478    0   29 108411.000 29008.2478  73.2%     -    0s
     0     0 29039.2196    0   33 108411.000 29039.2196  73.2%     -    0s
     0     0 29046.7296    0   32 108411.000 29046.7296  73.2%     -    0s
     0     0 29063.2288    0   33 108411.000 29063.2288  73.2%     -    0s
     0     0 29064.2652    0   34 108411.000 29064.2652  73.2%     -    0s
     0     0 29070.9198    0   35 108411.000 29070.9198  73.2%     -    0s
     0     0 29077.4908    0   34 108411.000 29077.4908  73.2%     -    0s
     0     0 29081.0953    0   33 108411.000 29081.0953  73.2%     -    0s
     0     0 29084.7967    0   35 108411.000 29084.7967  73.2%     -    0s
     0     0 29092.9096    0   35 108411.000 29092.9096  73.2%     -    0s
     0     0 29098.8176    0   34 108411.000 29098.8176  73.2%     -    0s
     0     0 29101.1417    0   36 108411.000 29101.1417  73.2%     -    0s
     0     0 29118.7379    0   36 108411.000 29118.7379  73.1%     -    0s
     0     0 29129.3445    0   32 108411.000 29129.3445  73.1%     -    0s
     0     0 29137.8545    0   36 108411.000 29137.8545  73.1%     -    0s
     0     0 29161.8360    0   33 108411.000 29161.8360  73.1%     -    0s
     0     0 29167.5464    0   34 108411.000 29167.5464  73.1%     -    0s
     0     0 29178.5142    0   32 108411.000 29178.5142  73.1%     -    0s
     0     0 29185.1522    0   34 108411.000 29185.1522  73.1%     -    0s
     0     0 29194.0493    0   34 108411.000 29194.0493  73.1%     -    0s
     0     0 29198.4603    0   35 108411.000 29198.4603  73.1%     -    0s
     0     0 29210.1297    0   35 108411.000 29210.1297  73.1%     -    0s
     0     0 29215.5809    0   32 108411.000 29215.5809  73.1%     -    0s
     0     0 29223.4221    0   34 108411.000 29223.4221  73.0%     -    0s
     0     0 29227.1186    0   34 108411.000 29227.1186  73.0%     -    0s
     0     0 29230.5449    0   37 108411.000 29230.5449  73.0%     -    0s
     0     0 29241.4303    0   34 108411.000 29241.4303  73.0%     -    0s
     0     0 29258.5758    0   32 108411.000 29258.5758  73.0%     -    0s
     0     0 29267.0121    0   35 108411.000 29267.0121  73.0%     -    0s
     0     0 29274.8623    0   38 108411.000 29274.8623  73.0%     -    0s
     0     0 29282.1570    0   38 108411.000 29282.1570  73.0%     -    0s
     0     0 29288.6990    0   36 108411.000 29288.6990  73.0%     -    0s
     0     0 29300.9616    0   34 108411.000 29300.9616  73.0%     -    0s
     0     0 29307.1902    0   36 108411.000 29307.1902  73.0%     -    0s
     0     0 29315.4548    0   35 108411.000 29315.4548  73.0%     -    0s
     0     0 29322.1627    0   36 108411.000 29322.1627  73.0%     -    0s
     0     0 29324.8810    0   35 108411.000 29324.8810  73.0%     -    0s
     0     0 29327.2716    0   37 108411.000 29327.2716  72.9%     -    0s
     0     0 29356.7979    0   33 108411.000 29356.7979  72.9%     -    0s
     0     0 29379.3443    0   35 108411.000 29379.3443  72.9%     -    0s
     0     0 29386.7800    0   35 108411.000 29386.7800  72.9%     -    0s
     0     0 29389.0460    0   37 108411.000 29389.0460  72.9%     -    0s
     0     0 29398.4573    0   35 108411.000 29398.4573  72.9%     -    0s
     0     0 29403.3109    0   35 108411.000 29403.3109  72.9%     -    0s
     0     0 29406.6622    0   38 108411.000 29406.6622  72.9%     -    0s
     0     0 29422.0095    0   34 108411.000 29422.0095  72.9%     -    0s
     0     0 29430.4538    0   35 108411.000 29430.4538  72.9%     -    0s
     0     0 29447.1868    0   32 108411.000 29447.1868  72.8%     -    0s
     0     0 29452.1948    0   33 108411.000 29452.1948  72.8%     -    0s
     0     0 29460.6883    0   34 108411.000 29460.6883  72.8%     -    0s
     0     0 29465.4670    0   36 108411.000 29465.4670  72.8%     -    0s
     0     0 29470.8363    0   38 108411.000 29470.8363  72.8%     -    0s
     0     0 29478.7638    0   36 108411.000 29478.7638  72.8%     -    0s
     0     0 29502.0750    0   32 108411.000 29502.0750  72.8%     -    0s
     0     0 29511.3605    0   37 108411.000 29511.3605  72.8%     -    0s
     0     0 29530.3912    0   36 108411.000 29530.3912  72.8%     -    0s
     0     0 29543.4165    0   33 108411.000 29543.4165  72.7%     -    0s
     0     0 29548.6228    0   37 108411.000 29548.6228  72.7%     -    0s
     0     0 29554.4262    0   38 108411.000 29554.4262  72.7%     -    0s
     0     0 29558.4402    0   37 108411.000 29558.4402  72.7%     -    0s
     0     0 29569.1885    0   38 108411.000 29569.1885  72.7%     -    0s
     0     0 29690.3536    0   32 108411.000 29690.3536  72.6%     -    0s
     0     0 29731.0762    0   34 108411.000 29731.0762  72.6%     -    0s
     0     0 29740.4947    0   34 108411.000 29740.4947  72.6%     -    0s
     0     0 29760.5081    0   34 108411.000 29760.5081  72.5%     -    0s
     0     0 29786.4957    0   35 108411.000 29786.4957  72.5%     -    0s
     0     0 29793.7084    0   37 108411.000 29793.7084  72.5%     -    0s
     0     0 29807.7645    0   36 108411.000 29807.7645  72.5%     -    0s
     0     0 29814.3873    0   36 108411.000 29814.3873  72.5%     -    0s
     0     0 29821.1133    0   35 108411.000 29821.1133  72.5%     -    0s
     0     0 29827.3466    0   37 108411.000 29827.3466  72.5%     -    0s
     0     0 29846.3631    0   36 108411.000 29846.3631  72.5%     -    0s
     0     0 29854.2340    0   36 108411.000 29854.2340  72.5%     -    0s
     0     0 29868.4493    0   36 108411.000 29868.4493  72.4%     -    0s
     0     0 29872.3615    0   35 108411.000 29872.3615  72.4%     -    0s
     0     0 29876.5629    0   37 108411.000 29876.5629  72.4%     -    0s
     0     0 29888.3403    0   38 108411.000 29888.3403  72.4%     -    0s
     0     0 29894.2220    0   38 108411.000 29894.2220  72.4%     -    0s
     0     0 29900.8825    0   38 108411.000 29900.8825  72.4%     -    0s
     0     0 29902.7446    0   39 108411.000 29902.7446  72.4%     -    0s
     0     0 29903.8001    0   38 108411.000 29903.8001  72.4%     -    0s
     0     0 29905.0469    0   38 108411.000 29905.0469  72.4%     -    0s
     0     0 29906.7217    0   37 108411.000 29906.7217  72.4%     -    0s
     0     0 29907.3725    0   40 108411.000 29907.3725  72.4%     -    0s
     0     0 29912.8396    0   37 108411.000 29912.8396  72.4%     -    0s
     0     0 29922.9125    0   38 108411.000 29922.9125  72.4%     -    0s
     0     0 29943.8208    0   32 108411.000 29943.8208  72.4%     -    0s
     0     0 29960.1993    0   36 108411.000 29960.1993  72.4%     -    0s
     0     0 29973.7152    0   33 108411.000 29973.7152  72.4%     -    0s
     0     0 29984.7298    0   39 108411.000 29984.7298  72.3%     -    0s
     0     0 29986.0219    0   38 108411.000 29986.0219  72.3%     -    0s
     0     0 29991.5655    0   39 108411.000 29991.5655  72.3%     -    0s
