instance,nI,nJ,nK,nL,tI,tJ,seed,kstar_target,md5,status,obj,k_used,kstar,nodes,time,agg,timeout,p1,p2i,p2b,p3,rneg,cap
kstar_nI20_nJ20_nK50_nL10_tI4_tJ4_s2.txt,20,20,50,10,4,4,2,8,f247be701fdaef07f311941670290517,TIMEOUT,72924,40,8,4524,60.005,0,1,0,0,2245,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI4_tJ4_s3.txt,20,20,50,10,4,4,3,8,ef814bb74a650e8139ae99de0bfa2230,TIMEOUT,73856,40,8,4619,60.011,0,1,0,0,2296,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI4_tJ4_s4.txt,20,20,50,10,4,4,4,8,e77ca97a0711a6a516fab9902b745f2c,TIMEOUT,70871,40,8,4596,60.004,0,1,0,0,2287,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI4_tJ4_s5.txt,20,20,50,10,4,4,5,8,fbfe81ef5a469051320d521b082c1b29,TIMEOUT,72504,40,8,4611,60.007,0,1,0,0,2291,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI5_tJ5_s1.txt,20,20,50,10,5,5,1,10,0df5e5fc17c16a2241054e9cddba6705,TIMEOUT,74551,40,10,4536,60.010,0,1,0,0,2255,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI5_tJ5_s2.txt,20,20,50,10,5,5,2,10,fb7e9511628ebf5b4a39ff10ce8c1d0a,TIMEOUT,70792,40,10,4445,60.011,0,1,0,0,2210,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI5_tJ5_s3.txt,20,20,50,10,5,5,3,10,0b5f712f74c42fd6753ae4862af2413d,TIMEOUT,70059,40,10,4747,60.012,0,1,0,0,2357,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI5_tJ5_s4.txt,20,20,50,10,5,5,4,10,2385f8e2b8a419369d47995b9d191786,TIMEOUT,72848,40,10,4513,60.000,0,1,0,0,2245,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI5_tJ5_s5.txt,20,20,50,10,5,5,5,10,ec4a4467f0fc4977f743584e6c7ae1d9,TIMEOUT,71922,40,10,4620,60.002,0,1,0,0,2295,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s1.txt,20,20,50,10,6,6,1,12,ea3969e0886c5fec01348f91afca79d7,TIMEOUT,68016,40,12,4605,60.006,0,1,0,0,2290,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s2.txt,20,20,50,10,6,6,2,12,2125e79d56cf587421c85151c5856144,TIMEOUT,71632,40,12,4507,60.008,0,1,0,0,2239,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s3.txt,20,20,50,10,6,6,3,12,ddd63def52d8865f0b0792a09852aee1,TIMEOUT,70833,40,12,4600,60.005,0,1,0,0,2284,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s4.txt,20,20,50,10,6,6,4,12,77698e8b680e4c9e29a9aa7fe931e0f9,TIMEOUT,65982,40,12,4423,60.013,0,1,0,0,2193,0,0,0
kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s5.txt,20,20,50,10,6,6,5,12,7a0f3f688cfb807d892898ddbb365e14,TIMEOUT,74106,40,12,4475,60.002,0,1,0,0,2225,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI2_tJ2_s1.txt,20,20,50,5,2,2,1,4,3a4c53156cc4b93c29e24f0d4daa8772,TIMEOUT,39021,40,4,9731,60.003,0,1,0,0,4852,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI2_tJ2_s2.txt,20,20,50,5,2,2,2,4,ff38c6a7f98a06fafe01c829071cba16,TIMEOUT,inf,40,4,10731,60.001,0,1,0,0,0,5348,0,0
kstar_nI20_nJ20_nK50_nL5_tI2_tJ2_s3.txt,20,20,50,5,2,2,3,4,b0885f69873ff2a2c4de3d51b8592eb7,TIMEOUT,39903,40,4,9735,60.002,0,1,0,0,4849,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI2_tJ2_s4.txt,20,20,50,5,2,2,4,4,6295d49f16426ff80d73780c9fc4c08b,TIMEOUT,38744,40,4,9669,60.001,0,1,0,0,4819,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI2_tJ2_s5.txt,20,20,50,5,2,2,5,4,9164445cbf3a8180e89b8492f5dca373,TIMEOUT,37390,40,4,10136,60.004,0,1,0,0,5053,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI3_tJ3_s1.txt,20,20,50,5,3,3,1,6,caeab8772483653c578abf20b90942ad,TIMEOUT,40385,40,6,10067,60.003,0,1,0,0,5018,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI3_tJ3_s2.txt,20,20,50,5,3,3,2,6,15003c4c12f3d8ead5546efc20c6fe57,TIMEOUT,45239,40,6,9474,60.001,0,1,0,0,4718,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI3_tJ3_s3.txt,20,20,50,5,3,3,3,6,d892a41c9bffafcc5554b447582c0e5a,TIMEOUT,39172,40,6,9830,60.005,0,1,0,0,4852,48,0,0
kstar_nI20_nJ20_nK50_nL5_tI3_tJ3_s4.txt,20,20,50,5,3,3,4,6,51eec8cf4c45361820b5285ab0da7517,TIMEOUT,40883,40,6,9093,60.001,0,1,0,0,4507,24,0,0
kstar_nI20_nJ20_nK50_nL5_tI3_tJ3_s5.txt,20,20,50,5,3,3,5,6,5036ecfbd200ab81b3957e18755c0408,TIMEOUT,inf,40,6,10550,60.004,0,1,0,0,0,5257,0,0
kstar_nI20_nJ20_nK50_nL5_tI4_tJ4_s1.txt,20,20,50,5,4,4,1,8,dc587aff3434cd9a3fc94df5cfb66870,TIMEOUT,38198,40,8,9526,60.006,0,1,0,0,4746,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI4_tJ4_s2.txt,20,20,50,5,4,4,2,8,d9bd2b93e5ae624a5f22b6806f23bc49,TIMEOUT,43442,40,8,8918,60.001,0,1,0,0,4440,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI4_tJ4_s3.txt,20,20,50,5,4,4,3,8,f4253e38adb4035a804783f66115b851,TIMEOUT,41416,40,8,9369,60.001,0,1,0,0,4665,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI4_tJ4_s4.txt,20,20,50,5,4,4,4,8,d101b26d5734279a2e809395b75f5204,TIMEOUT,42276,40,8,9078,60.001,0,1,0,0,4518,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI4_tJ4_s5.txt,20,20,50,5,4,4,5,8,c7a71ab4c2acd286bd90858d9473701b,TIMEOUT,42096,40,8,9612,60.004,0,1,0,0,4706,79,0,0
kstar_nI20_nJ20_nK50_nL5_tI5_tJ5_s1.txt,20,20,50,5,5,5,1,10,3984eff08e46d2eb09d94eea2313f68d,TIMEOUT,41312,40,10,8977,60.001,0,1,0,0,4473,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI5_tJ5_s2.txt,20,20,50,5,5,5,2,10,28fce732351bcbd2f0d315359db5347e,TIMEOUT,45057,40,10,9161,60.005,0,1,0,0,4557,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI5_tJ5_s3.txt,20,20,50,5,5,5,3,10,a627f45c7d381a0406ed366a565729ea,TIMEOUT,46872,40,10,9733,60.006,0,1,0,0,1572,3273,0,0
kstar_nI20_nJ20_nK50_nL5_tI5_tJ5_s4.txt,20,20,50,5,5,5,4,10,e71698f9fea4eb247b1b68df28dcd5e2,TIMEOUT,44505,40,10,9027,60.006,0,1,0,0,4474,23,0,0
kstar_nI20_nJ20_nK50_nL5_tI5_tJ5_s5.txt,20,20,50,5,5,5,5,10,6bfe7d7e0d720b905603317235a5e347,TIMEOUT,41875,40,10,9404,60.004,0,1,0,0,1487,3195,0,0
kstar_nI20_nJ20_nK50_nL5_tI6_tJ6_s1.txt,20,20,50,5,6,6,1,12,3c3f7872381cd170bcb3727ba6b6c2c7,TIMEOUT,38511,40,12,9152,60.005,0,1,0,0,4557,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI6_tJ6_s2.txt,20,20,50,5,6,6,2,12,2966ecff87f0d614c752536c77564cae,TIMEOUT,39227,40,12,8997,60.006,0,1,0,0,4480,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI6_tJ6_s3.txt,20,20,50,5,6,6,3,12,b1a210520abececdbc475e132099b613,TIMEOUT,41820,40,12,9076,60.006,0,1,0,0,4520,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI6_tJ6_s4.txt,20,20,50,5,6,6,4,12,dc7bc81db8b0745be719dadfa4444d2a,TIMEOUT,38787,40,12,8664,60.005,0,1,0,0,4314,0,0,0
kstar_nI20_nJ20_nK50_nL5_tI6_tJ6_s5.txt,20,20,50,5,6,6,5,12,de0544493fec41288249e4c47a59ca28,TIMEOUT,40381,40,12,9184,60.006,0,1,0,0,4569,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI2_tJ2_s1.txt,20,40,100,10,2,2,1,4,a6e881949e33327b8470ba17fcc05ff2,TIMEOUT,95369,60,4,874,60.039,0,1,0,0,411,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI2_tJ2_s2.txt,20,40,100,10,2,2,2,4,166b3380fe2f7a0b4fd56df5b424e68e,TIMEOUT,96802,60,4,900,60.018,0,1,0,0,424,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI2_tJ2_s3.txt,20,40,100,10,2,2,3,4,f16b7c8cc82774ce666f1f7739951708,TIMEOUT,97209,60,4,885,60.051,0,1,0,0,417,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI2_tJ2_s4.txt,20,40,100,10,2,2,4,4,12fb769716c177cdeeb81e003089b7fd,TIMEOUT,101444,60,4,906,60.058,0,1,0,0,424,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI2_tJ2_s5.txt,20,40,100,10,2,2,5,4,12b07f1d4c493e0c5f326efce2d09f9e,TIMEOUT,96665,60,4,888,60.020,0,1,0,0,416,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI3_tJ3_s1.txt,20,40,100,10,3,3,1,6,33d0449029a6658170fce658443b9e11,TIMEOUT,96594,60,6,874,60.038,0,1,0,0,412,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI3_tJ3_s2.txt,20,40,100,10,3,3,2,6,4bf1add2ee35b4dc7b89947faf35c659,TIMEOUT,101647,60,6,902,60.058,0,1,0,0,424,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI3_tJ3_s3.txt,20,40,100,10,3,3,3,6,16a98ba78b2c6db28f2a22f14689ecd7,TIMEOUT,94259,60,6,892,60.030,0,1,0,0,421,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI3_tJ3_s4.txt,20,40,100,10,3,3,4,6,b9003964ff87da82680297c3dbc959a1,TIMEOUT,97492,60,6,891,60.049,0,1,0,0,420,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI3_tJ3_s5.txt,20,40,100,10,3,3,5,6,b8e7aa17a51c013749d6ef10164c0f2d,TIMEOUT,97789,60,6,895,60.056,0,1,0,0,421,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI4_tJ4_s1.txt,20,40,100,10,4,4,1,8,fb7dce4fb5992d46eebcd374f583bfb6,TIMEOUT,94389,60,8,867,60.034,0,1,0,0,408,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI4_tJ4_s2.txt,20,40,100,10,4,4,2,8,47d46bddd0ba725687d92c69973e8f63,TIMEOUT,101722,60,8,901,60.032,0,1,0,0,424,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI4_tJ4_s3.txt,20,40,100,10,4,4,3,8,c79fa0bf9801e08264912a632719349e,TIMEOUT,99118,60,8,882,60.000,0,1,0,0,413,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI4_tJ4_s4.txt,20,40,100,10,4,4,4,8,264d4529463a2a1b016d3839d00239fe,TIMEOUT,101781,60,8,884,60.014,0,1,0,0,417,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI4_tJ4_s5.txt,20,40,100,10,4,4,5,8,b7c9c72cc1c6cab1c92b6c4aafae13ba,TIMEOUT,98991,60,8,862,60.045,0,1,0,0,403,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI5_tJ5_s1.txt,20,40,100,10,5,5,1,10,83780219e30364b30957ebb1207efee2,TIMEOUT,98601,60,10,890,60.053,0,1,0,0,417,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI5_tJ5_s2.txt,20,40,100,10,5,5,2,10,aa63249607ed25746792566309271574,TIMEOUT,101023,60,10,882,60.043,0,1,0,0,413,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI5_tJ5_s3.txt,20,40,100,10,5,5,3,10,1f7c8675ddb32cf76db34d339de81451,TIMEOUT,99498,60,10,897,60.061,0,1,0,0,421,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI5_tJ5_s4.txt,20,40,100,10,5,5,4,10,90538e62a5b3c50c0599a5a5151912b3,TIMEOUT,103691,60,10,896,60.001,0,1,0,0,421,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI5_tJ5_s5.txt,20,40,100,10,5,5,5,10,82ee8ea5a527dc9e579b3dc330602ec7,TIMEOUT,95683,60,10,890,60.022,0,1,0,0,418,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI6_tJ6_s1.txt,20,40,100,10,6,6,1,12,f1152ec533125ad2c454f01c40e3cbec,TIMEOUT,97611,60,12,889,60.018,0,1,0,0,418,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI6_tJ6_s2.txt,20,40,100,10,6,6,2,12,6c205dbeedabf195b975179610b52bdd,TIMEOUT,97557,60,12,903,60.056,0,1,0,0,424,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI6_tJ6_s3.txt,20,40,100,10,6,6,3,12,73ca9b4386ab3b10c1295bd3364b89e3,TIMEOUT,96629,60,12,887,60.023,0,1,0,0,417,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI6_tJ6_s4.txt,20,40,100,10,6,6,4,12,064447b53ffa87a3c03fa9f32eecafd1,TIMEOUT,98036,60,12,886,60.045,0,1,0,0,417,0,0,0
kstar_nI20_nJ40_nK100_nL10_tI6_tJ6_s5.txt,20,40,100,10,6,6,5,12,e998e055aff8163cb42bbed61b06a862,TIMEOUT,97203,60,12,883,60.009,0,1,0,0,414,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI2_tJ2_s1.txt,20,40,100,5,2,2,1,4,0000124c9899096328f6bfc4e4fcc54c,TIMEOUT,59843,60,4,1779,60.018,0,1,0,0,855,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI2_tJ2_s2.txt,20,40,100,5,2,2,2,4,1cc13e574ce9bcc7fd1fe7f7c644f96f,TIMEOUT,59572,60,4,1817,60.030,0,1,0,0,878,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI2_tJ2_s3.txt,20,40,100,5,2,2,3,4,d678161a459741c3b82df264812e948c,TIMEOUT,57835,60,4,1844,60.028,0,1,0,0,895,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI2_tJ2_s4.txt,20,40,100,5,2,2,4,4,46dc5f8cab422284242df30dbd942247,TIMEOUT,56924,60,4,1751,60.027,0,1,0,0,843,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI2_tJ2_s5.txt,20,40,100,5,2,2,5,4,c386f6f5923d1fadfcb5050164402346,TIMEOUT,56929,60,4,1842,60.015,0,1,0,0,887,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI3_tJ3_s1.txt,20,40,100,5,3,3,1,6,a8b5e7ced59dd199a09027ada3b80487,TIMEOUT,56738,60,6,1787,60.019,0,1,0,0,858,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI3_tJ3_s2.txt,20,40,100,5,3,3,2,6,d3be23647d3739537de471d33822f434,TIMEOUT,55857,60,6,1806,60.006,0,1,0,0,876,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI3_tJ3_s3.txt,20,40,100,5,3,3,3,6,a38d33f4ea87d0b0b16f8128bf510dea,TIMEOUT,53385,60,6,1782,60.020,0,1,0,0,860,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI3_tJ3_s4.txt,20,40,100,5,3,3,4,6,7dc08c91c9b4cc80845bb7ba827efd19,TIMEOUT,60435,60,6,1768,60.004,0,1,0,0,805,50,0,0
kstar_nI20_nJ40_nK100_nL5_tI3_tJ3_s5.txt,20,40,100,5,3,3,5,6,16a1a9578238f57a06aee7beea900670,TIMEOUT,57305,60,6,1759,60.030,0,1,0,0,851,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI4_tJ4_s1.txt,20,40,100,5,4,4,1,8,45a89eafe3bd3355613bbaf13c6ab3b0,TIMEOUT,57824,60,8,1781,60.021,0,1,0,0,858,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI4_tJ4_s2.txt,20,40,100,5,4,4,2,8,706f1cec5c91daf02a2ba843a38e7507,TIMEOUT,56195,60,8,1779,60.029,0,1,0,0,856,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI4_tJ4_s3.txt,20,40,100,5,4,4,3,8,b88ada73295ac3db2ce2424ad7073973,TIMEOUT,58553,60,8,1786,60.002,0,1,0,0,864,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI4_tJ4_s4.txt,20,40,100,5,4,4,4,8,d4577c03c4cf80cbff68fc4d8d562af4,TIMEOUT,59640,60,8,1782,60.023,0,1,0,0,860,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI4_tJ4_s5.txt,20,40,100,5,4,4,5,8,9ea24c146f5c52ec4c397560550bedfb,TIMEOUT,54836,60,8,1819,60.020,0,1,0,0,880,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI5_tJ5_s1.txt,20,40,100,5,5,5,1,10,7d0c52993599761b3475d7e8f7ab963b,TIMEOUT,56185,60,10,1815,60.027,0,1,0,0,875,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI5_tJ5_s2.txt,20,40,100,5,5,5,2,10,950d506749fc366b56fb85cc93771c72,TIMEOUT,54638,60,10,1760,60.027,0,1,0,0,843,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI5_tJ5_s3.txt,20,40,100,5,5,5,3,10,4a1d80f4309a7f1864cfff2f586388cd,TIMEOUT,61752,60,10,1726,60.010,0,1,0,0,832,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI5_tJ5_s4.txt,20,40,100,5,5,5,4,10,a49836c094177d9772a16b06f8f60b73,TIMEOUT,61245,60,10,1724,60.020,0,1,0,0,833,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI5_tJ5_s5.txt,20,40,100,5,5,5,5,10,5a6cfa6e5cc02da88ac05aa72bc4049e,TIMEOUT,56452,60,10,1760,60.024,0,1,0,0,849,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI6_tJ6_s1.txt,20,40,100,5,6,6,1,12,26726e71f03a0a75467b9be4ccc28f45,TIMEOUT,60023,60,12,1725,60.005,0,1,0,0,835,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI6_tJ6_s2.txt,20,40,100,5,6,6,2,12,0daacb7a3141449d030abb995059f9d3,TIMEOUT,56829,60,12,1760,60.005,0,1,0,0,850,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI6_tJ6_s3.txt,20,40,100,5,6,6,3,12,55da50dc375c3e1011528328fdc8ca51,TIMEOUT,56425,60,12,1748,60.035,0,1,0,0,845,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI6_tJ6_s4.txt,20,40,100,5,6,6,4,12,411fdd2de8409718d04cead5a64447db,TIMEOUT,55917,60,12,1842,60.012,0,1,0,0,890,0,0,0
kstar_nI20_nJ40_nK100_nL5_tI6_tJ6_s5.txt,20,40,100,5,6,6,5,12,9695d86a046bac86ea0e1eeb89395c2e,TIMEOUT,60515,60,12,1766,60.005,0,1,0,0,845,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI2_tJ2_s1.txt,20,40,50,10,2,2,1,4,9719dd2e9be88c32a1eaea771e6e2549,TIMEOUT,58584,60,4,3036,60.014,0,1,0,0,1491,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI2_tJ2_s2.txt,20,40,50,10,2,2,2,4,e325ce5a404c18e09f80c7480f10e38f,TIMEOUT,59150,60,4,3045,60.016,0,1,0,0,1489,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI2_tJ2_s3.txt,20,40,50,10,2,2,3,4,7d2274c545380e99edc3f98c0317f137,TIMEOUT,58152,60,4,3027,60.008,0,1,0,0,1482,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI2_tJ2_s4.txt,20,40,50,10,2,2,4,4,d3bec7459565c3aca966af0c6a5b0989,TIMEOUT,56280,60,4,2954,60.012,0,1,0,0,1446,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI2_tJ2_s5.txt,20,40,50,10,2,2,5,4,f69ec7b97b3ff433c7faca0729f27885,TIMEOUT,54528,60,4,2922,60.014,0,1,0,0,1429,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI3_tJ3_s1.txt,20,40,50,10,3,3,1,6,ce4e13ed18a1bcefa798a9cfe5fc4915,TIMEOUT,56279,60,6,2940,60.008,0,1,0,0,1443,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI3_tJ3_s2.txt,20,40,50,10,3,3,2,6,1a21fad23cec873b173baf4a4dd3cfb3,TIMEOUT,60064,60,6,2910,60.014,0,1,0,0,1427,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI3_tJ3_s3.txt,20,40,50,10,3,3,3,6,2699c9fca7e7bb1c75aee0d08c096c13,TIMEOUT,58554,60,6,2925,60.006,0,1,0,0,1428,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI3_tJ3_s4.txt,20,40,50,10,3,3,4,6,fccfa4cb2e2a386889ee6aba320339a3,TIMEOUT,57261,60,6,2937,60.005,0,1,0,0,1437,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI3_tJ3_s5.txt,20,40,50,10,3,3,5,6,c2d6f02a409b10313fadefd7905055cd,TIMEOUT,57796,60,6,2885,60.020,0,1,0,0,1412,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI4_tJ4_s1.txt,20,40,50,10,4,4,1,8,2dc18d9d70e2a1636ef068036a18fcad,TIMEOUT,57322,60,8,2967,60.010,0,1,0,0,1450,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI4_tJ4_s2.txt,20,40,50,10,4,4,2,8,3f4ee6cfcfa1f9e88a2be1671cff522c,TIMEOUT,59423,60,8,2809,60.010,0,1,0,0,1375,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI4_tJ4_s3.txt,20,40,50,10,4,4,3,8,ea63f6f0a211227979efcef7bbce1a20,TIMEOUT,58897,60,8,2897,60.008,0,1,0,0,1417,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI4_tJ4_s4.txt,20,40,50,10,4,4,4,8,18977baae93d45eebb28af501672d079,TIMEOUT,57286,60,8,2867,60.010,0,1,0,0,1400,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI4_tJ4_s5.txt,20,40,50,10,4,4,5,8,fc049340e4fe8df9278e37bdcbc5c4ac,TIMEOUT,56576,60,8,2930,60.007,0,1,0,0,1434,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI5_tJ5_s1.txt,20,40,50,10,5,5,1,10,d0fad1a2d508dfc33e9be6dce511b0ce,TIMEOUT,56900,60,10,2835,60.006,0,1,0,0,1389,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI5_tJ5_s2.txt,20,40,50,10,5,5,2,10,07ca0502d6d21cff33c3e58a43b1ae76,TIMEOUT,57463,60,10,3054,60.018,0,1,0,0,1496,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI5_tJ5_s3.txt,20,40,50,10,5,5,3,10,db66c2f51674e527cdab134b07dc56eb,TIMEOUT,55502,60,10,3035,60.015,0,1,0,0,1479,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI5_tJ5_s4.txt,20,40,50,10,5,5,4,10,978421a5b6563892029389ec670c106c,TIMEOUT,56595,60,10,2878,60.004,0,1,0,0,1412,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI5_tJ5_s5.txt,20,40,50,10,5,5,5,10,8684164098ab71cb6d6d376ac4286d31,TIMEOUT,55138,60,10,2906,60.001,0,1,0,0,1420,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI6_tJ6_s1.txt,20,40,50,10,6,6,1,12,c29fc37003582e0580a7b0b6fba2ffcb,TIMEOUT,58017,60,12,2864,60.011,0,1,0,0,1401,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI6_tJ6_s2.txt,20,40,50,10,6,6,2,12,ad086c9c57d0fa6b15d09eddf6872bda,TIMEOUT,60481,60,12,2705,60.003,0,1,0,0,1321,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI6_tJ6_s3.txt,20,40,50,10,6,6,3,12,16aac2757cf6c0b37cbefccdf08264e9,TIMEOUT,59953,60,12,2783,60.001,0,1,0,0,1363,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI6_tJ6_s4.txt,20,40,50,10,6,6,4,12,fec6fbf30686e3a5db8adf7d2dcdbc66,TIMEOUT,58974,60,12,2855,60.004,0,1,0,0,1391,0,0,0
kstar_nI20_nJ40_nK50_nL10_tI6_tJ6_s5.txt,20,40,50,10,6,6,5,12,837264dc5e629f6771a79effbf6bd0e1,TIMEOUT,58524,60,12,2826,60.003,0,1,0,0,1384,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI2_tJ2_s1.txt,20,40,50,5,2,2,1,4,19c5fc8dada45af00725519293d7b8ed,TIMEOUT,35579,60,4,5561,60.001,0,1,0,0,2730,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI2_tJ2_s2.txt,20,40,50,5,2,2,2,4,fc90512c3f5ab22aa28275e091c01169,TIMEOUT,36019,60,4,6131,60.009,0,1,0,0,3017,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI2_tJ2_s3.txt,20,40,50,5,2,2,3,4,09d71654b44c6ecc80c3b540caa2de8a,TIMEOUT,37636,60,4,5744,60.003,0,1,0,0,2825,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI2_tJ2_s4.txt,20,40,50,5,2,2,4,4,7b004f21a8c2cc8fc8b6ddc3e82f957d,TIMEOUT,35825,60,4,5900,60.010,0,1,0,0,2912,0,0,0
kstar_nI20_nJ40_nK50_nL5_tI2_tJ2_s5.txt,20,40,50,5,2,2,5,4,77007e13af4be6f268c5cf9affe7b0f8,TIMEOUT,38301,60,4,6038,60.008,0,1,0,0,2705,268,0,0
kstar_nI20_nJ40_nK50_nL5_tI3_tJ3_s1.txt,20,40,50,5,3,3,1,6,53119af4b442d0b48da7b26db57fd7f3,TIMEOUT,inf,60,6,5720,60.004,0,1,0,0,0,2832,0,0
kstar_nI20_nJ40_nK50_nL5_tI3_tJ3_s2.txt,20,40,50,5,3,3,2,6,2bf1810eea546bcd82a29e9c57b92ff6,TIMEOUT,36350,60,6,5999,60.008,0,1,0,0,2936,5,0,0
kstar_nI20_nJ40_nK50_nL5_tI3_tJ3_s3.txt,20,40,50,5,3,3,3,6,0955024d59a205e9f6f0fcb21117435a,TIMEOUT,37823,60,6,5805,60.003,0,1,0,0,2424,437,0,0
kstar_nI20_nJ40_nK50_nL5_tI3_tJ3_s4.txt,20,40,50,5,3,3,4,6,9145f502f4e1168d6dbd0f97110a6d6b,TIMEOUT,37562,60,6,6086,60.008,0,1,0,0,2810,172,0,0
