datetime,instance,mode,method,seed,threads,time_limit_s,status,obj,bound,gap,solver_time_s,total_wall_s,lag_lb,lag_ub,lag_time_s,benders_cuts,heuristic_cost,verified_cost,verified_ok,gurobi_version,gurobi_log
20260714-201811,PSC4-C5-50-5,exact,0,0,0,3600,FEASIBLE,13137160.00,13094914.57,0.00321572,3600.00,3600.00,-1.00,-1.00,-1.00,0,-1.00,13137160.00,1,13.0.2,logs/PSC4-C5-50-5_m0_exact_s0_20260714-201811.gurobi.log
20260714-211812,PSC5-C1-100-10,exact,0,0,0,3600,FEASIBLE,6546927.00,6521704.96,0.00385250,3599.90,3600.00,-1.00,-1.00,-1.00,0,-1.00,6546927.00,1,13.0.2,logs/PSC5-C1-100-10_m0_exact_s0_20260714-211812.gurobi.log
20260714-221815,PSC5-C1-100-5,exact,0,0,0,3600,FEASIBLE,3800903.00,3792869.17,0.00211366,3600.00,3600.00,-1.00,-1.00,-1.00,0,-1.00,3800903.00,1,13.0.2,logs/PSC5-C1-100-5_m0_exact_s0_20260714-221815.gurobi.log
20260714-231817,PSC5-C1-50-10,exact,0,0,0,3600,FEASIBLE,3272952.00,3265491.57,0.00227942,3600.00,3600.00,-1.00,-1.00,-1.00,0,-1.00,3272952.00,1,13.0.2,logs/PSC5-C1-50-10_m0_exact_s0_20260714-231817.gurobi.log
20260715-001818,PSC5-C1-50-5,exact,0,0,0,3600,OPTIMAL,1895151.00,1895151.00,0.00000000,883.11,883.46,-1.00,-1.00,-1.00,0,-1.00,1895151.00,1,13.0.2,logs/PSC5-C1-50-5_m0_exact_s0_20260715-001818.gurobi.log
20260715-003301,PSC5-C2-100-10,exact,0,0,0,3600,FEASIBLE,6373777.00,5908545.04,0.07299157,3599.16,3600.00,-1.00,-1.00,-1.00,0,-1.00,6372120.00,1,13.0.2,logs/PSC5-C2-100-10_m0_exact_s0_20260715-003301.gurobi.log
20260715-013303,PSC5-C2-100-5,exact,0,0,0,3600,FEASIBLE,3199932.00,3195609.88,0.00135069,3600.00,3600.00,-1.00,-1.00,-1.00,0,-1.00,3199932.00,1,13.0.2,logs/PSC5-C2-100-5_m0_exact_s0_20260715-013303.gurobi.log
20260715-023304,PSC5-C2-50-10,exact,0,0,0,3600,FEASIBLE,3007703.00,2981869.77,0.00858902,3599.94,3600.00,-1.00,-1.00,-1.00,0,-1.00,3007703.00,1,13.0.2,logs/PSC5-C2-50-10_m0_exact_s0_20260715-023304.gurobi.log
20260715-033305,PSC5-C2-50-5,exact,0,0,0,3600,FEASIBLE,1639445.00,1633944.73,0.00335496,3600.00,3600.00,-1.00,-1.00,-1.00,0,-1.00,1639445.00,1,13.0.2,logs/PSC5-C2-50-5_m0_exact_s0_20260715-033305.gurobi.log
20260715-074705,PSC4-C2-50-5,exact,0,0,0,3600,FEASIBLE,1644053.00,1636334.57,0.00469476,3600.00,3600.00,-1.00,-1.00,-1.00,0,-1.00,1644053.00,1,13.0.2,logs/PSC4-C2-50-5_m0_exact_s0_20260715-074705.gurobi.log
20260715-084706,PSC5-C3-100-10,exact,0,0,0,3600,FEASIBLE,52665983.00,50532784.77,0.04050429,3599.09,3600.00,-1.00,-1.00,-1.00,0,-1.00,52656473.00,1,13.0.2,logs/PSC5-C3-100-10_m0_exact_s0_20260715-084706.gurobi.log
20260715-094709,PSC5-C3-100-5,exact,0,0,0,3600,FEASIBLE,26230564.00,25496062.45,0.02800174,3599.70,3600.00,-1.00,-1.00,-1.00,0,-1.00,26223470.00,1,13.0.2,logs/PSC5-C3-100-5_m0_exact_s0_20260715-094709.gurobi.log
20260715-104710,PSC5-C3-50-10,exact,0,0,0,3600,FEASIBLE,25618966.00,25507311.18,0.00435829,3600.00,3600.00,-1.00,-1.00,-1.00,0,-1.00,25618966.00,1,13.0.2,logs/PSC5-C3-50-10_m0_exact_s0_20260715-104710.gurobi.log
20260715-114712,PSC5-C3-50-5,exact,0,0,0,3600,FEASIBLE,13018613.00,12953393.62,0.00500970,3600.00,3600.00,-1.00,-1.00,-1.00,0,-1.00,13018613.00,1,13.0.2,logs/PSC5-C3-50-5_m0_exact_s0_20260715-114712.gurobi.log
20260715-124714,PSC5-C4-100-10,exact,0,0,0,3600,FEASIBLE,8625647.07,6613873.56,0.23323160,3599.20,3600.00,-1.00,-1.00,-1.00,0,-1.00,8614692.00,1,13.0.2,logs/PSC5-C4-100-10_m0_exact_s0_20260715-124714.gurobi.log
20260715-134716,PSC5-C4-100-5,exact,0,0,0,3600,FEASIBLE,3868334.62,3586920.39,0.07274816,3599.87,3600.00,-1.00,-1.00,-1.00,0,-1.00,3833278.00,1,13.0.2,logs/PSC5-C4-100-5_m0_exact_s0_20260715-134716.gurobi.log
